Iban source,Amount,Transaction type,Company Name
AD51002421688853E6034180,753.35,invoice,Baumbach  Johnson and Ebert
ME31128032787540010462,686.74,deposit,Willms  Kutch and Durgan
CR4602460999909562537,107.46,payment,Cummerata  Carter and Olson
EE883854411064104004,725.91,withdrawal,Durgan  Dietrich and Murazik
TN4710069060055003457840,295.71,invoice,McLaughlin - Schimmel
SE2613500100900802901001,755.34,payment,Robel  Kub and Koelpin
MR8858100296563067700239006,874.58,deposit,Veum  Denesik and Spinka
KZ463323165U4NB092J2,400.58,deposit,Daniel  Block and Luettgen
MT30AVKY726528046YWC77A65998992,733.96,invoice,Stamm - Abshire
PS35L848391000013600346574549,684.63,invoice,Erdman - Cremin
AZ73169980600534900790171152,511.24,deposit,Hamill and Sons
CR8111060020015821092,62.65,withdrawal,Reinger - Maggio
TL187190062002814552795,715.11,payment,Kiehn - Stroman
IS740497448490320004826256,896.68,deposit,Kautzer  Rempel and Kuhic
AZ32W91770457603336005092950,41.47,payment,Spinka  Fisher and McGlynn
DE20051029020700601740,176.33,invoice,Lang  Marquardt and Heller
MU79JDLW0299069002003030732ICB,937.92,withdrawal,Predovic - Crist
SA4328805742011632376407,153.94,invoice,Spencer - Jaskolski
BH58XCHZ41513597P85729,526.14,withdrawal,Bode  Schoen and Murazik
LU3589474171JB228282,20.46,invoice,Flatley  Doyle and Stoltenberg
MC327905720095589627A722942,491.30,payment,Schaefer Group
DO86XPZX45008011333657942079,280.05,deposit,Ledner  Toy and McClure
AT562002920927676040,174.46,deposit,Goodwin - Emard
TR3342009L57T92BJ357968P06,275.68,withdrawal,West - Altenwerth
GI67RAVM3X94050L60TU192,983.06,withdrawal,Watsica  Block and Kohler
HU54010546639143640200600400,746.77,deposit,Haag Group
BE51029600076085,867.86,deposit,Schaefer  Ullrich and Reinger
BA165773583082040772,799.21,deposit,Nikolaus  Kreiger and Gleichner
MT76NUIR3408656708I402A28393970,856.97,payment,VonRueden  Little and Stokes
IE9711V030025190397169,526.84,payment,Rutherford Group
MD89M2048883F15609276742,357.64,withdrawal,White - Funk
IS830500559970019545009378,20.88,withdrawal,Hackett and Sons
AZ2509K608010770030038607526,835.16,payment,Stamm - Murray
CY2476060011565294704039JA98,276.12,invoice,Connelly  O'Conner and Fadel
NO3001813009040,0.11,payment,Jaskolski  Waters and Emard
MK455537325K5806G63,822.10,withdrawal,Harris  Hudson and Funk
KZ75008603640NUD49J4,515.15,withdrawal,Mayert  Stroman and West
HR6480658719025474487,700.36,payment,Osinski  Hoppe and Nitzsche
HU73008330056937002571006009,697.65,withdrawal,Zemlak LLC
RO33XQQN301IAFMC9487A879,367.09,payment,Brakus  Eichmann and Bode
BH20JVFS4VHHQ083J9SS86,78.86,deposit,Monahan - Green
MT63EFPP23371D2223GF7K2P5726580,207.80,invoice,Harris  Hills and O'Hara
GT137M39M1827111Q55581FK0919,147.23,invoice,Langosh - Harvey
MC290914496675N90W525B06671,706.11,deposit,Ziemann - Homenick
DE02400803471301012605,318.91,deposit,Grady - Watsica
JO08FVYK0039022040063218215001,346.47,deposit,Schuster - Stark
FI7240416471007005,835.69,payment,Gusikowski Group
KZ251874H4O24N23315I,601.86,invoice,Leuschke - Gutmann
GE61530100250367574060,483.46,deposit,Beer - Haley
ME24797490393005546278,895.18,invoice,Wilkinson LLC
CZ6280089900810297730988,337.45,payment,Kilback Inc
LI50053696010877400U4,94.57,invoice,Huels  Ryan and Williamson
MD42K182473SBP5239612SK8,206.99,withdrawal,Stokes  Goyette and Hoppe
LT028008800851850057,152.39,invoice,Hickle  Funk and Schiller
CY0760490349976461558I40S7Z1,800.98,payment,Abshire - Reilly
NO8492940074004,120.03,invoice,Watsica - Thiel
AD1300403014970700F98J89,783.86,withdrawal,Stark LLC
MK890059I0H63568518,808.36,invoice,Larson Group
RO42RINQ4166K3U5656087X0,414.38,invoice,Roob LLC
IS490080510849900500605006,38.06,deposit,Crist - Boyle
CR3828447802257000195,183.09,invoice,Bogan  Krajcik and White
IE7354UJ00746550048025,223.89,payment,Jerde  Thompson and Gottlieb
LI1400357286E09663637,558.37,payment,Bauch  Daniel and Swaniawski
TN0545003872007080088089,447.31,invoice,Hartmann  Conn and Keebler
MC154570048044I1YK94A8H7277,797.54,payment,Bashirian Group
MC67615290045653722X4863T85,922.23,withdrawal,Wintheiser - Wehner
RS78964033073008580932,273.59,invoice,Funk - Bergnaum
SK1260043020710900244379,512.20,payment,Hegmann  Brekke and Boyle
DO71URSI00800976008104279043,627.17,payment,Hammes  Satterfield and Harber
TR28395559545IA362N5F894Z1,761.13,deposit,Mueller  Torp and Donnelly
LU22414749W6O9859D98,626.76,deposit,Monahan and Sons
FI2550351393560008,29.59,invoice,Beer - Anderson
XK758003700746180396,351.80,payment,Rempel  Beatty and Metz
SM70P79041891106106R0203QU4,239.44,invoice,Armstrong and Sons
MC82354509300250221J9401920,567.87,invoice,Boyle  Weimann and Murphy
BH69HTJT770254O0620983,670.15,payment,Barrows LLC
FI9200847885064002,902.52,deposit,VonRueden - Corkery
DK5320624980030428,594.94,withdrawal,Runte  Mertz and McGlynn
LU1525342754866UE019,667.95,invoice,Morissette LLC
GB50HERP34000700805016,817.27,invoice,Schaefer  Cummings and Bahringer
TR3506149656TJ153505282409,594.67,invoice,Walsh and Sons
TN6770731031070028426980,427.18,payment,Larkin  Donnelly and Johns
SA5087437Z653141017620L0,276.53,withdrawal,Dare  Simonis and Hayes
MR9600570695270005200900799,509.66,withdrawal,Robel  Hane and Kozey
LB2510975842H498Z24Y03849QY8,808.18,deposit,McClure - Runolfsson
MU56QYKQ0048590043260125544XJF,696.44,invoice,Maggio  Medhurst and Runte
LB864002M61551A8200G4S68SU10,494.95,deposit,Hayes - Block
GE40910084206573074310,91.06,withdrawal,Grimes - Lubowitz
PS91F627434069004401700815869,909.65,deposit,Parisian  Gaylord and D'Amore
CZ8964050808848532030789,39.81,payment,Nicolas - Terry
FI0500629500341007,781.43,deposit,Lind - McClure
CR8553590500605100101,466.67,deposit,Christiansen - Brakus
GI52HZWQ9UI819DZ80PM97E,998.41,withdrawal,Batz LLC
MU74TGPH2272079300200764299WND,174.91,payment,Rowe  Stiedemann and Bruen
BR2170150140299670030094352H7,128.07,invoice,Koss - Reilly
DO05YMAF79110160049633520025,145.05,withdrawal,Blanda  Ortiz and Bashirian
XK790553086275180084,159.10,withdrawal,Armstrong - Renner
PT89747320040077070836027,426.99,deposit,Medhurst  Sawayn and Volkman
PS56R563133688002238006800079,73.22,deposit,Eichmann - Gaylord
LT150053245410050039,892.64,withdrawal,Frami - Brakus
BH71DGOB6953817984101R,463.21,invoice,Marks and Sons
SI46244144050052060,448.14,payment,Bauch and Sons
SK7440019059939700301442,159.66,withdrawal,Erdman Inc
GI29KVQQ37F24642616I19L,821.46,invoice,Armstrong  Hermiston and Daugherty
GB62SYEW49900533317001,399.91,deposit,Witting and Sons
LB3510237046Z1A6454N13U9921J,315.93,payment,Breitenberg and Sons
ES0406002009915010020845,55.55,payment,Yost - Stehr
IL159180483655003405023,145.65,invoice,Boyer - Nienow
DO44ERSW40070203103084800250,743.82,withdrawal,Farrell and Sons
RO10DJZJ72690848LG8903W3,934.00,payment,Daugherty  VonRueden and Carroll
SE7503430098016040100222,547.22,deposit,Kemmer  Kuphal and Renner
HR7314008879750739114,87.87,withdrawal,Yost - Mann
LT883093704022880025,505.27,deposit,Hilll  Cronin and Willms
AE946664220545023808094,608.16,deposit,Rowe  Greenfelder and Kulas
GR30706006033338399V20K6X3S,287.00,payment,Hammes and Sons
MT84SOQG746693M031199575811L270,190.91,withdrawal,Stroman  Powlowski and Wuckert
GB61KFBB09846377541556,235.96,withdrawal,Prohaska - Russel
BG90VJQJ060044845V5446,313.61,payment,Orn LLC
SA64476911SR7L6P840678I6,930.03,deposit,Conroy Inc
LB340073532457E8F055S98Q4IE6,791.59,payment,McKenzie Group
GB34QZDE20008163519814,878.78,withdrawal,Schneider - Reynolds
KW94PWSC8667O975205O1803716648,808.15,payment,Mueller Group
CZ1798047020110962055983,506.44,invoice,Ortiz - Cremin
GB31QKLH00749690072009,417.30,payment,Kovacek - Morissette
GI98IWKR559C482765785P9,434.63,withdrawal,Homenick - Bashirian
ME42706600707724960951,530.34,payment,Okuneva  Roob and Lesch
KW59APHWK191626L67K0R551563848,58.16,withdrawal,Harber  Quigley and Emard
NL81XVAY2705796540,826.23,invoice,Herzog  Bergstrom and Morissette
VG14BS260038160503324430,986.51,invoice,Gibson - Cormier
AE610015100878103441005,174.97,payment,Prohaska  Schuster and Schowalter
IT38N002002672111426863738I,588.52,invoice,Legros Group
EE667227604090801001,310.87,payment,Gutmann and Sons
GT2122472574808011U9RRY1X179,892.20,invoice,Reichert  Effertz and Reichert
SA53547061D34148645G2778,884.83,invoice,Nicolas - Hessel
SA678393011382604O089B49,57.15,deposit,Ward  Toy and Kautzer
SE0661620031020084387665,952.23,deposit,Wiza - Senger
TL250110334197784114067,64.28,invoice,Raynor - Schowalter
KZ14602950472328678Z,437.22,invoice,Jerde  Klein and Reilly
IL266273390984506023636,506.39,invoice,Glover  Blick and Rowe
SK3127200101261006688095,479.05,invoice,Lowe  Schiller and Rodriguez
LB25461520M629W62816B85485X4,90.96,payment,Wuckert - Pfannerstill
GI39XYCU3770563718U9375,692.14,payment,Gerlach  Goyette and Robel
IS054604689504008088040215,200.65,deposit,McKenzie  Lebsack and Christiansen
TL806698636300300902042,451.96,deposit,Beahan and Sons
MT64PGVY02006882426958R1Z362O92,72.33,withdrawal,Beatty - Mayer
PT52102080678080800284087,370.23,payment,Cronin  Gislason and Murray
SK5160094971575829005078,532.61,withdrawal,Medhurst LLC
IL280008228500100061683,137.56,withdrawal,Kuhn  Hilll and Wiza
ES2100503188542420450194,281.45,withdrawal,Goyette Inc
SA648691543168M56B055V31,165.52,withdrawal,Stanton - Bradtke
XK264052100685031014,536.52,withdrawal,Weissnat LLC
FO3951590940856005,625.14,payment,Stracke  Abshire and Wolff
MT32TRUS00363Y7VA30522559772334,112.14,withdrawal,Runte  Considine and Weissnat
GL0700557516340044,834.76,invoice,Hessel - Heaney
MK530050Y1098750964,791.88,withdrawal,Sporer and Sons
AZ88589309854308003002702563,898.17,payment,Terry  Deckow and Dooley
GB28ZHAR06880700348780,627.03,withdrawal,Bogisich  Rippin and Balistreri
BG44TGVB990014B1K65W89,435.55,withdrawal,Medhurst - Stehr
PT84200063350070029004942,910.96,invoice,Kemmer  Bogisich and Kessler
ME27571030938000846179,205.33,payment,Bogisich - Tremblay
HU23760063870505007600436505,811.66,withdrawal,Botsford LLC
FI0516004418006032,821.90,payment,Fahey - Runolfsdottir
XK396649824009072852,860.90,payment,Sawayn LLC
NO3830013430120,89.99,payment,Shields Group
KZ050874671ZV80I573J,820.61,deposit,Effertz - Doyle
HU56009602838600328915449005,511.96,invoice,Crist  Daugherty and McCullough
SA51683A561853I6N320479G,385.00,deposit,Langosh LLC
KZ04683WG65334I40453,487.82,payment,Schuster - Abshire
BR5034000407006337811000738H2,40.54,deposit,McCullough - Jaskolski
LU7683033401V086X03D,450.12,withdrawal,Bosco  Farrell and Fritsch
DO41EYFV01167740968006567425,579.37,payment,Doyle - Klein
BE37584100870053,599.05,deposit,Dickens - Schamberger
MC3624980747329460G65O28982,625.90,payment,Stiedemann  Emard and Keebler
PS403HK0692600311807060080608,222.10,deposit,Lehner - Prohaska
HU84210071736882797090097141,911.34,deposit,Terry  Zemlak and O'Kon
LB944127UI4261Z4SC0Z241Y2307,571.81,withdrawal,Jones  Bogisich and Gibson
NL87GQYS3061990739,809.80,invoice,Rowe - Bernier
BG06TJWP0097841T612TH5,590.24,deposit,O'Keefe Inc
SM75I0962200406349248F02825,36.69,withdrawal,McDermott  Gerhold and Kub
GL2005927511010701,935.67,withdrawal,O'Reilly - Langworth
TL303938653750053408016,13.79,withdrawal,Pacocha Group
BG38XXAH827050S4332036,461.87,payment,Pouros - Wisozk
VG3874477009596300150371,754.12,deposit,Cartwright  Dare and Harvey
BE38133708009145,335.50,deposit,Heller  Koch and Weber
LI9256766XSI551Q24M94,481.17,deposit,Welch - Tremblay
QA13DGOQ159AO468772C673P49D95,647.57,invoice,Wunsch LLC
MT95ZTRC79394560894M34340M25W4B,505.28,payment,Crist Inc
DK5223290970010688,723.57,invoice,Pacocha - Sipes
TN5302047002808041300779,841.68,payment,Torphy - McClure
MC163859006097Q672826229636,685.77,withdrawal,Osinski - Lowe
PL10903540394560870063500105,794.41,invoice,Rutherford LLC
SM67S070140016931977RZ19345,34.24,invoice,Rolfson  Mosciski and Hettinger
KZ47981RJ340H534N803,596.78,payment,Lind and Sons
IS751920051784306307006254,52.59,withdrawal,Braun - Fahey
KZ6908354M4924800114,376.08,invoice,Rau - Ferry
IT54H28020067824R73Q3IZ620N,841.18,deposit,Koepp Group
PT30590786301020014167003,15.44,withdrawal,Hirthe - Johnston
AL9233002649560554R839812QSL,805.23,payment,Johnson - Willms
MR9637103003982863900955164,158.19,deposit,Emmerich Group
ES7990900360040735260666,770.96,deposit,Huels  Connelly and Cummings
PT02005825320008270679455,765.08,deposit,Shanahan LLC
PL60045170804700290809530039,454.45,withdrawal,Crooks and Sons
GL2491381980530016,404.07,deposit,Halvorson  Pfeffer and Ortiz
DO24OQIN00190089009880500308,246.52,deposit,Padberg - Feeney
GR8059093230N09312D03028137,136.26,deposit,Thompson - Hermiston
LV83JXOJ52794751B467Q,85.90,invoice,Dare - Prosacco
FO5989803001010011,550.79,withdrawal,Walsh LLC
FR7507525882702216233476581,329.95,payment,Gibson and Sons
XK263329003028589400,643.55,invoice,Schinner - Pfeffer
MD7093834UL82S2796F36944,170.09,payment,Conroy  Schroeder and Ledner
MD4144334251SC86079056L0,237.30,withdrawal,Ziemann  Conn and Lesch
PL10204600980758639615858022,229.68,deposit,Bahringer and Sons
TR2470120204LU361483P68119,234.71,withdrawal,Kertzmann - Wehner
FR529341001826Q3289H0598869,687.29,deposit,White LLC
PK747U252065095501203080,869.38,invoice,Sawayn  Kassulke and Schuster
LU71407G204744635836,737.91,withdrawal,Rolfson Group
MT18LXMS445189749DBGW52OO7GV738,715.61,deposit,Reichel - Klein
KW21TCDF74549U9228592A40T6I979,205.27,deposit,Wolff Inc
MK620799619B7467386,359.12,deposit,Sporer - Hills
LI7249890894Q4725SNGR,21.52,deposit,Toy  Mayert and Lemke
TN5716001604009307096057,665.19,deposit,Zboncak  Mitchell and Haag
MD0699UXU7DF4129Y11J7059,388.90,withdrawal,Nicolas Group
DE54000970421997600583,272.33,invoice,Runolfsdottir - Effertz
DK0500946008300661,41.66,deposit,Cassin  Ratke and Little
JO09MYJO7882080030500904002055,300.72,deposit,Medhurst  Hahn and Simonis
GI56DNCM423693922817L3X,138.00,invoice,Tillman - Schulist
ME14857000730534200301,764.80,invoice,Hyatt  Marvin and Ortiz
FR450070745065Z412C16267063,159.59,deposit,Greenholt - Huel
QA28GDLS94J876K554331703MD02W,144.52,invoice,Schaden LLC
AL775025344580165MA3U925D084,106.81,deposit,Rowe Group
LB76585187896385E0I6F739237O,249.85,payment,Stehr  Ruecker and Schmeler
TR163742007R3M9329238337D6,740.38,withdrawal,Nader LLC
GB72WXUV77216587230832,155.26,deposit,Langosh - Goodwin
XK160597002341294358,556.66,payment,Steuber - Grimes
CH720038082XW6674IS1F,612.97,deposit,O'Keefe - McCullough
EE110011810047551086,655.63,deposit,Ward LLC
LI61006386296865Y2458,452.64,payment,Rutherford  Wiza and Altenwerth
MR8000413460709778001050710,243.01,withdrawal,Ebert  Lemke and Hane
BH86QXFY03A6C53044D086,229.62,payment,Rau Inc
SK3500753507908020093051,372.45,withdrawal,Douglas - Mills
GI26OLOT004965BB535009S,426.34,withdrawal,Kulas  Sporer and Koepp
QA58KSZR788E0303V52551Q430N92,62.89,deposit,Steuber  Bailey and Willms
TR650044711002B81Y3864Z7Y3,772.40,invoice,Daugherty LLC
LI91800064053KD553470,609.79,payment,Klocko - Jacobi
FR75006008093993D568JC4U990,766.00,invoice,Dooley  Lehner and Wilkinson
HR7775506911545798003,121.13,payment,Hirthe and Sons
CZ3510094448100697718032,573.35,withdrawal,Collins - Greenfelder
GI31HAOX312O07P5436X304,917.44,withdrawal,Bahringer  Littel and Wisoky
GE17O72447061900100628,814.15,withdrawal,O'Conner - O'Kon
SI94846230920050457,896.11,payment,Koelpin - Rohan
AT914297694004003214,379.66,deposit,Parker LLC
TR87005358889O74459T166565,461.86,payment,Treutel - Cremin
GI64OEWYB9AO5014J559108,998.65,payment,Crooks LLC
IS672006543000463861698370,959.05,withdrawal,Bogan  Stokes and Douglas
XK670060390903004028,353.45,payment,Herzog  Dietrich and Schimmel
IE41215340068405483851,829.82,withdrawal,Stoltenberg  Johnson and Hermann
KW57PCEL040B7612Y60979356K3C38,618.00,deposit,Zboncak - Hyatt
KZ521574B76Z802A159F,682.38,invoice,Stark and Sons
LU90615E574R39A3593T,116.06,deposit,Kuhn  Swift and Strosin
NO3596610069110,184.35,invoice,Walsh Inc
ME42412218390019022345,714.01,deposit,Johns - Hirthe
BA525004220023240046,986.46,withdrawal,Mosciski  Tremblay and DuBuque
MD304I291101235268A56IMX,705.43,payment,Bernhard  Runte and Collier
VG1966206478609160806794,783.98,deposit,Padberg  Homenick and Mann
BA699045006036410014,162.69,payment,Upton LLC
MT71KNTD31006IN44444F285612Q573,968.37,withdrawal,Witting LLC
IE93912605997100178075,383.22,invoice,Wehner - Labadie
AE518140998001302656990,744.59,deposit,Boehm  Schulist and O'Connell
KZ68257A84J989V8EU38,450.04,withdrawal,Kuvalis - Dicki
AT667500800419100596,952.75,payment,Grant Group
HU07409700553770733007983207,74.83,invoice,Turcotte - Runolfsson
IE62872100900291970997,629.85,invoice,Kshlerin  Sawayn and Hermiston
PL16589390348004038200603414,35.14,deposit,White - Gaylord
AT260339080007053329,733.43,payment,Wilkinson LLC
CZ8980632260050014606163,545.07,deposit,Cartwright  Harris and Franecki
QA85FHFZ638813W6B32121TF973U5,196.63,deposit,Rau  Jenkins and Mertz
MR4400630022783080920140094,620.32,withdrawal,Ullrich - Ward
FO2600220420003097,898.03,withdrawal,Friesen LLC
SM53G2010068386H719X4ZD5465,689.66,withdrawal,Labadie - Volkman
GT51108P3268O802J471T52T24HU,88.71,payment,McDermott and Sons
HR1902903212306008183,866.47,payment,Hamill Group
RO87RLDF5231566905442477,565.62,invoice,Reinger  Heidenreich and Dibbert
BR1815280078005067033840036G4,30.82,deposit,Miller  Kunze and Weimann
SM29B400678187518580236171X,710.50,payment,Lynch  Runolfsson and Stark
TR1600971470K9458D935T2286,453.04,invoice,Donnelly - Gutkowski
JO90LVJV1002005835249319703978,715.81,deposit,Friesen  Wolf and Considine
AD10405230873V1N0287F337,341.03,payment,Kertzmann Inc
TN9204135000980070072613,713.94,invoice,Steuber - Runte
MR9489860042234200400445769,257.05,deposit,Reilly  McClure and Feest
CH453000859T82D69493R,88.97,withdrawal,O'Reilly  Bartoletti and Nikolaus
CY2093472431573D47DQSS49602Q,442.46,deposit,Lang  Heaney and Klein
LT736059970384223133,561.45,deposit,Jenkins and Sons
SE7206404382010040320080,221.18,invoice,Kuhn  Mraz and Gibson
IT31F64003920617M6184465007,767.76,withdrawal,Berge - Stoltenberg
GE74230280006822300797,96.83,withdrawal,Schmeler - Heathcote
SI54540071958003830,881.47,payment,Block LLC
BH64HEBZRC48T3TG608072,455.69,invoice,Rolfson  Prohaska and Ernser
DK0411030985060842,599.58,withdrawal,Beahan  Mraz and Bechtelar
TR3807001161979957X7482235,990.99,withdrawal,Becker and Sons
ES8800737160835670030393,922.17,invoice,Goodwin  Bruen and Zboncak
LI27003446N502790J9LJ,928.79,invoice,Boehm  Stamm and Kozey
NL73HJZT8601006742,826.34,payment,Homenick Group
CR1071730061728060044,463.76,payment,Legros - Hane
MD3297C4871O315G380R9GI4,30.37,deposit,Hammes - Bins
DK2830056104888045,748.20,invoice,Fadel  King and Wilderman
HU51221070166707067279768009,736.06,payment,Stamm  Jacobs and Schneider
GI81NYAK601452235851808,525.36,deposit,Moen  Goyette and Aufderhar
CH362005221C47JL43P37,797.27,invoice,Ward - Goodwin
VG2578O30009003723009500,628.99,deposit,Ebert  Monahan and Cronin
TN4100459137004008719658,656.25,deposit,Jerde  Torphy and Heller
FO6006225011151186,398.11,payment,Kling  Waters and Crona
GL9141560370706594,372.65,invoice,Leffler LLC
PK72W59J2042537488628845,123.30,payment,Schneider - Metz
LV88LZPB091925586W087,181.66,payment,McClure Group
GE21A30010060022180093,213.18,payment,Greenfelder - Fisher
BA734400740038760063,498.67,payment,Hartmann  Kozey and Dietrich
MD10885428Y6040U91081V5G,952.24,invoice,Jenkins - Rutherford
HU78150038693004700019007147,704.36,invoice,Dietrich - Gerhold
FO1217399279700560,539.68,invoice,Robel - Monahan
CY580600600870DK3S5576995S65,618.94,deposit,Flatley Inc
XK182003066100900369,70.53,payment,Hane  Shields and Hammes
HU51001898944365500812040042,68.40,payment,Grant Inc
VG97AV146705401009058039,909.24,payment,Wiza - Russel
AD7180060017B72P8S4754V7,163.27,withdrawal,Considine - Aufderhar
MR9101400033650013080200577,512.61,invoice,Herman and Sons
CH7607784C903M9591W18,655.22,payment,Blick and Sons
IE39510507900264867006,743.73,deposit,Heaney  Price and Hermiston
TL498293503406452004879,833.15,withdrawal,Cronin  Skiles and Ziemann
PT50604090083078006004004,539.88,payment,Huel  Sawayn and Pfannerstill
BG13RXVK6008935SYT4012,605.80,invoice,Hilpert Group
LV22CUJR5751066374104,906.79,withdrawal,Schneider  Legros and Koss
CR6308482249490894009,621.74,invoice,Kovacek - Tillman
VG2386666671600268808939,368.68,withdrawal,Gusikowski  Rohan and McDermott
TR360204728506VB3967461E1A,212.01,payment,Von - Labadie
IS336638510456100019616036,126.08,withdrawal,Jast and Sons
XK340714083070973881,190.04,withdrawal,Flatley  Wuckert and Jenkins
SE2493006809944610075599,760.57,withdrawal,Kuhic  Predovic and Corkery
PS153457040082093185950993911,959.22,deposit,O'Hara - Bashirian
MC473600410076G4X9810304191,441.74,deposit,Renner Inc
GE42403073070040660436,173.53,deposit,Swaniawski Inc
MR3810408524052000751900724,144.13,invoice,Herzog  Mayert and Maggio
CR5850535060353955071,915.96,invoice,Hand Group
KW22RFKV636C0611429PE16786345G,513.11,withdrawal,Waters - Jones
PS7020H0404906050918854200767,969.07,withdrawal,Willms Inc
AT310050125261403069,275.30,payment,Hickle Inc
TN3989300060577907091009,405.65,deposit,Turcotte - Hyatt
MR8393007322339614301052047,682.44,invoice,Wilderman  Rohan and Gulgowski
HR1409700669224030004,563.84,payment,Considine  Mraz and Ankunding
DE57392161249480578253,377.89,invoice,Sanford - Brown
LV61GMEPD87Q66853590E,393.88,payment,Ondricka - Roob
SA9354261FS782539SC38Q08,910.42,payment,Cremin  Bogan and Bechtelar
FR03005820030652A0970403Z54,571.95,withdrawal,Bauch Inc
GT960X69D975671F940768280994,594.93,withdrawal,Hermiston - Padberg
NL45NUUU0050700835,186.09,deposit,Koelpin LLC
HU59036007040022302700100414,149.55,invoice,Auer  Barton and Cummerata
IS750057058202002005606851,23.25,deposit,Littel - Gutkowski
LV06ZYNO2813359CXA751,835.50,withdrawal,Harvey  Batz and Rempel
CR9437704800300800803,889.59,withdrawal,Crona - Rice
JO76DRJU0752110093500320356009,125.72,deposit,Crooks  Eichmann and Hammes
XK851004688001610926,906.03,invoice,Adams  Purdy and Altenwerth
DO18FGQP01077619123080079928,897.79,payment,Stark - Corkery
XK181363470789600882,21.13,payment,Fadel  Leannon and Wisoky
JO66IIFS0132741790311463028037,747.80,payment,Jacobson - Ryan
NL86VJCS3003634061,974.17,deposit,Murazik  Swaniawski and Kirlin
AD64520956694JL116810W86,868.89,deposit,Crona - Swift
FI7103074200399037,659.27,withdrawal,Dooley Inc
KW21WSTF25PS885632MH48873733J7,207.98,payment,Boyle  Osinski and Grant
DK5126390052018071,676.55,withdrawal,Hodkiewicz Inc
BE65004594080628,835.14,invoice,Jacobs  Armstrong and Schmitt
FO6178461126130037,577.07,withdrawal,Feeney and Sons
MK4103518058U410M72,616.94,deposit,Herman Inc
QA04JJGTZ1460H1B10HF2Q36N0113,203.56,deposit,Kunde Group
AZ024JGC01759257090067053040,823.14,invoice,Welch - Schaden
RS44139955562512368705,388.10,deposit,Kertzmann LLC
HU90001460520040208030036248,891.53,invoice,Pfannerstill - Rempel
LI7627190153M133AS771,396.61,withdrawal,Stamm and Sons
AD0604011513719867073485,145.00,deposit,Hudson - Schneider
CR6886990080029345046,414.53,invoice,Little - Jenkins
XK075441045610707172,705.84,deposit,Prohaska Inc
PK89L6830644380350700434,622.95,withdrawal,Franecki - Krajcik
CH5036008RY7H32Q37751,619.24,deposit,Batz LLC
IL370004575100441405801,504.30,invoice,Casper  Balistreri and Bartoletti
GE799T0294007710684004,607.07,payment,Beer Inc
KZ6196884886E00F8950,739.03,invoice,Tillman Group
HR9590094998846024893,424.53,invoice,Shields - Thompson
IS370030050600761010200610,376.31,withdrawal,Heller LLC
TR6338628L1O76377S5E0P1281,370.10,invoice,Berge  Murphy and Beatty
NO1705046009283,750.52,deposit,Satterfield - Powlowski
QA42UGWLNI9988438UAQ7167J1996,175.80,invoice,Lindgren and Sons
MR4400679006740046303014507,589.25,invoice,Abbott - Johnston
MR8680260015176057008400508,113.86,deposit,Davis - Aufderhar
TL474791900095883080094,979.92,invoice,Thiel - Reichert
NL57MTIM0013490004,390.81,deposit,Bechtelar LLC
CZ4800018276148900900232,180.93,withdrawal,Connelly - Murphy
BG67UGMZ8697139U20EP36,78.15,withdrawal,Turcotte  Fritsch and Bauch
SE3283608040040042120003,50.64,invoice,Renner and Sons
AD3701309376369809328A54,370.14,deposit,Prohaska  Schinner and Nikolaus
GI73KCAK93709K1072564S3,805.53,payment,Jacobi - Nolan
CY15488966493584I73J04U6OU61,327.51,payment,Sanford  Ortiz and Jaskolski
FI9436009445030079,941.31,deposit,Romaguera Inc
KW37BYWX46212492P0ATM5579X4839,417.75,withdrawal,Gusikowski - Breitenberg
QA08NWBB286V0T927220805G51067,757.70,invoice,MacGyver - Altenwerth
DK4077370840089310,374.84,deposit,McDermott - O'Kon
BE25886260070078,743.23,deposit,Kuhic LLC
QA84XYIE021975864XP1468A0N2Z4,523.03,payment,Purdy  Witting and Feest
BA494127961004100577,347.26,deposit,Tromp  Goodwin and Wuckert
LV09JPWA66829I213999A,300.64,invoice,Schuppe - Greenholt
LB1700949F827468S19578456704,37.85,payment,Smitham  Kulas and Becker
ES3406161054783505006776,630.54,invoice,Flatley - Volkman
TL290730402637104030223,939.99,deposit,Lind - Jacobs
CR1826610054241681839,463.51,deposit,Homenick - Franecki
XK810064530701501104,464.15,payment,Hayes Inc
MD031O9Z39QO117542F84787,137.10,withdrawal,Dicki Group
RO98KMMSDQQZ8B93R9668104,641.29,deposit,Hayes - O'Reilly
KW02UOJG9AM3O8633V3F1370V5169X,652.03,withdrawal,Shanahan and Sons
BH36YDER52U41555940Q55,545.02,invoice,Jenkins  Buckridge and Jaskolski
AD470990006169593B061348,728.03,withdrawal,Stamm Inc
SE4811640358951105130331,980.36,withdrawal,Wolf - Williamson
MR4315662006449350300256830,917.95,payment,McCullough Inc
XK672676007719170093,539.84,deposit,Lind - Abbott
BE16004001839959,249.90,invoice,Stark and Sons
MD92092603125G0699Z88977,897.11,withdrawal,Mills  Fisher and Trantow
LI82531423373N9W79219,84.31,invoice,Lynch - Ondricka
PK22622P2790094600827258,338.23,withdrawal,Altenwerth  Schneider and Lehner
CY4136904729376271010YN9W02L,84.87,payment,Berge Group
LU29080195141C306EYE,355.95,payment,Quigley - Cremin
LV28PEDSN9H43380687G5,613.39,payment,Deckow  Lakin and Maggio
